code_depart,code_arrive,passengers
JFK,DEN,5964
RSW,EWR,14858
ATL,MLI,4995
PBI,DFW,11109
BNA,DTW,14435
LAX,CLE,8410
RDU,LAS,4118
IAD,SAN,10788
PBG,PIE,2164
MSY,MIA,10886
ITH,DTW,1453
AUS,CLT,7704
GRR,RSW,2485
LAS,BZN,1227
BHM,DTW,3003
MKK,HNL,3858
PNS,DFW,5245
SFO,LHR,30109
BWI,MCO,33068
SAN,MCO,2876
MSP,BDL,6733
DEN,TUS,13627
CVG,IAD,1583
SAT,MEX,15227
DAL,MAF,11845
HSV,CLT,5762
JAC,LAX,1882
PWM,LGA,3033
PDX,LGB,9496
SEA,LAX,64197
DAY,IAD,1788
JFK,CLT,27784
TPA,ZRH,1145
LAX,SYD,49954
PVD,ORD,1552
HNL,SJC,4090
AUS,LGB,4657
LAS,YXE,1731
SVO,LAX,5800
CVG,DCA,6299
IAD,AUH,6584
PDX,PHX,32828
LAX,LTO,1588
FLL,SAL,1072
MAN,JFK,4381
MEM,IND,1233
PHL,MAD,5028
DTW,LHR,4554
MSP,BOS,17297
RNO,SJC,2686
LAD,IAH,1362
SMF,IAD,3255
ORD,CLT,45729
CLE,DFW,10417
PHX,CUN,4424
FLL,TPA,21307
PIT,PHL,14485
ATL,HPN,7236
BWI,ECP,2282
ITH,PHL,2318
BUR,SEA,10189
MKE,FLL,3937
CLT,LAX,30207
ZRH,ORD,5780
SFO,ZRH,5370
PHL,IAH,17282
DTW,ORF,4805
STL,CVG,2261
PHL,MHT,9163
PHL,RSW,14026
PHX,ORD,51687
PIT,DTW,5779
LHR,IAD,29020
IAH,MCO,32999
ATL,SAV,21765
LAS,PHL,31574
FLL,PIT,3976
LAS,RAP,1226
BOS,CUN,2930
KHI,JFK,2161
MSP,DEN,56356
RFD,PIE,1746
LIM,EWR,4590
IAH,LAS,39086
HND,SFO,4851
MSP,RDU,5787
ATL,HDN,2557
SAL,EWR,4569
ATL,ORD,44170
DFW,GRK,7873
DEN,LAS,75065
PHL,CLE,9326
CLT,MSP,21668
DEN,AMA,7780
HNL,DFW,12245
CLE,CUN,2059
MIA,GCM,13048
LGA,SAV,2056
AGU,DFW,2181
CLT,YUL,1396
JFK,TPE,6382
LAS,ATL,53435
EWR,MDT,1379
FLL,SAP,2023
IAH,HRL,3237
CDG,DFW,4569
BOS,PBI,15401
LIH,PHX,4469
SLC,OMA,3022
GUM,NGO,9996
SFO,GDL,5064
BWI,IND,6848
GRR,LGA,1617
FCO,IAD,3230
PHX,SLC,55700
SAN,MRY,1484
GUM,HNL,8070
SJU,STI,1667
LAX,ZCL,1721
SJD,PHX,12683
AZA,BZN,1577
FRA,DTW,10595
VQS,SIG,1101
EWR,SAT,2050
PSP,ORD,3854
SJD,SEA,4706
JFK,NAS,5797
IAH,YYZ,9500
EKO,SLC,1446
SYR,ORD,6717
IND,CLE,2670
DFW,SNA,34417
SEA,ICN,9073
MDW,TUS,3516
CDG,MIA,15515
ATL,SJO,9958
LAX,DCA,8747
IND,LAS,7241
SFB,BGR,1420
CLT,VPS,2687
MAO,MIA,9218
DCA,ROC,4555
CID,DEN,6978
DFW,ABI,6951
NRT,MSP,7914
IAD,CMH,4382
JFK,PHX,24425
JFK,SRQ,2973
BWI,BNA,14874
GIG,JFK,10327
STL,CMH,4607
BOS,BWI,35612
LGA,TPA,17843
MDW,MBJ,1547
YUL,EWR,6729
TTN,RDU,2441
ORD,RIC,7648
IAH,CMH,4860
TUL,ATL,8777
FLL,MBJ,6323
SLC,ONT,6949
MDW,MLM,2641
CLT,DFW,51605
JFK,PSE,3261
TYS,DTW,2711
YYZ,RSW,13822
PUS,GUM,1026
EWR,MCI,3753
JFK,SJU,52025
KOA,OAK,3146
HOU,IND,4684
ORD,MEM,7397
SFB,OWB,1235
BJX,DFW,6136
SAN,ABQ,5852
DEN,NRT,5996
YHZ,LGA,1272
OAK,MDW,5634
YYZ,TPA,13570
LAS,LGW,9201
PBI,ACY,4540
MDW,SAN,11370
FCA,SLC,3375
MDW,ABQ,3846
PHX,SNA,42079
KEF,SFB,1499
LAS,RFD,1380
SMF,DEN,22042
ATL,DAL,4103
BUF,LAS,4271
SEA,MKE,2896
CLT,TPA,35693
OPO,EWR,1650
MKE,IAH,3729
ATL,SEA,28068
RSW,FNT,1992
SAT,DAL,32737
LGA,IAD,4297
LAS,HNL,25428
DEN,BIS,6144
SFO,YEG,2115
BNA,DCA,5718
MAF,LAS,5489
ATL,LOS,5090
MIA,SEA,4632
JFK,OSA,3370
TPA,MIA,21039
GCN,GCN,3347
GEG,OAK,5458
CLT,MOB,3731
SFO,YYZ,11313
ABQ,IAD,1702
ORD,BTV,3768
PHL,CAE,2108
PBI,SJU,1549
CID,PGD,1172
LAX,VKO,1452
SDF,EWR,1603
LEX,SFB,3084
IAH,SDF,2986
IAH,DSM,2458
PGD,RFD,1550
MSY,DCA,7387
FRA,IAD,20484
IAH,SJC,5857
SAT,JFK,1365
BNA,AUS,5151
OKC,ATL,15921
PHX,MCI,18122
HOB,IAH,1074
SGF,PIE,1590
PHL,NAS,1746
DIK,DEN,2307
HNL,ATL,8094
OAK,BLI,1389
MDW,FLL,11737
DCA,SAV,1755
ONT,SMF,16963
PVR,IAH,5385
MCO,YUL,10209
SFB,AVL,1426
RSW,IND,8473
LWS,SLC,1953
PBI,DCA,9269
HRL,HOU,9010
MSY,HOU,26842
DTW,SDF,4806
LAX,MMH,2043
JAX,DFW,13824
AVP,SFB,1405
ATL,FRA,10310
CLT,HOU,2908
RUH,IAD,3453
MSN,ATL,6285
PHL,TPA,21383
FCO,ATL,6036
DTW,BHM,2951
BTR,DFW,7979
SEA,MCI,4661
OMA,MSP,8328
ATL,MGA,3576
SAT,GDL,1723
ORD,PAH,1214
MUC,ORD,9806
BNA,MIA,5362
MSP,AMS,13430
PHL,YQB,2165
MTY,LAS,2174
SLC,SFO,16757
IND,BWI,5362
CMH,DTW,6644
DSM,DFW,10073
GEG,SEA,35046
SLC,SAN,16374
MCI,BNA,8473
CLE,GRR,2029
MSP,IAH,12707
FLL,SWF,2683
PLS,MIA,7456
CLT,EWR,41774
FLL,DEN,22680
PUJ,DTW,1341
PVD,TPA,7510
LIH,LAX,17333
STS,SAN,1834
BOS,LHR,27422
YEG,LAX,3622
ORD,SRQ,3247
CMH,CLE,1308
DEN,FAT,4842
EWR,CHS,2269
IAH,CUN,22810
GRR,BWI,4599
PUJ,MIA,13751
HOU,BOS,7929
ORF,JFK,1863
TLC,FLL,1262
DEN,TUL,12876
BMI,MCO,1202
DTW,CID,3543
MSY,SLC,2270
TKK,GUM,1849
MCO,GIG,2298
AZA,MHK,1039
PHL,DEN,22808
PDX,MDW,3513
SLC,IDA,4519
LAX,PEK,15923
CLE,YYZ,2817
FRA,MCO,9131
SEA,PSC,8251
LAX,SAT,10872
DTW,MCI,6833
EWR,MDW,13270
JAN,IAH,4821
ANC,ENA,7090
PDX,ANC,10767
ABQ,LAX,12386
IND,JFK,1508
LAX,BOI,2179
LBB,DAL,13002
MEX,MIA,28156
HNL,KIX,22898
DTW,SBN,4083
OAK,AUS,3041
PDX,BUR,4998
AUS,LAX,16540
PVR,SAN,1864
HNL,MKK,3903
IAH,SAT,20873
LAS,AMA,3400
CHS,DCA,4899
MDW,TPA,12071
LGA,MDW,16626
DFW,OGG,6088
ORD,PVD,1620
HPN,DCA,3357
CUN,AUS,1632
LAX,BJX,5181
ATL,CHO,3390
PUJ,EWR,8036
BHM,CLT,9656
SRQ,JFK,3300
CLT,JFK,28621
FWA,PIE,1917
HSV,ATL,12674
HNL,MAJ,1028
STL,PIT,1803
CHO,SFB,1002
SLC,LGB,15053
DEN,RDM,1301
ATL,NAS,10889
MDE,FLL,8461
RIC,ATL,31696
DEN,ANC,3819
YUL,ORD,5630
LAS,MFR,1077
MSP,SJC,3888
LAX,OKC,4042
DEN,ATL,50805
FLL,PAP,12134
BJX,IAH,5529
LAX,BDL,2720
GRR,DEN,5732
IAD,VIE,4043
ECP,ATL,10639
JAX,ATL,50456
PHL,IND,9581
DTW,SEA,11721
ORD,SAT,8843
STL,SFO,2095
IAD,ICN,6170
PHL,CVG,9163
IAH,MEX,32162
FLL,CUN,8637
ORD,PWM,1754
SBN,ATL,3135
GPT,IAH,3398
DFW,AUS,48097
CLT,ORF,16397
SUN,SLC,2483
SAL,ATL,3783
DFW,JAC,3182
MKE,SEA,3046
EWR,PEK,6248
LGA,CAK,4115
CVG,GRR,1507
BOS,MDW,8776
DCA,SLC,7894
RSW,LGA,10048
ORD,COS,3042
AVL,FLL,1315
ORD,VIE,2872
DEN,ILG,1479
CMI,ORD,4510
DEN,HLN,1287
PIT,HOU,2539
ORD,PSP,3980
DFW,TPA,28129
YYC,PHX,17669
IAH,BNA,7153
OAK,HOU,6709
GEG,PHX,8107
MCI,PHX,20066
CVG,RIC,1462
PVG,HNL,4958
TTN,DTW,1313
STT,MIA,11687
AMS,DTW,21327
RIC,IAH,1599
JFK,YVR,5268
JFK,BRU,8517
DFW,ORD,64114
SFO,ORD,76486
MCO,MDW,23100
GUM,NRT,40739
SEA,GTF,3496
ATL,AVL,7753
GTF,LAS,1288
CLT,SEA,9474
DTW,MHT,3392
ATL,OMA,14724
GRU,MCO,20385
SLC,PHX,57122
ORD,ORF,3444
DTW,IAD,6317
EWR,ALB,3793
EWR,POP,3914
ORD,GRR,11288
IAD,LAS,6126
DFW,PVR,9829
TRI,SFB,1281
JFK,WAW,3433
CLT,PGV,4460
TPA,JFK,23253
JFK,CMH,2611
PIT,FLL,4115
MIA,MEX,33285
ILM,DCA,1177
CTG,JFK,2357
PHX,GJT,3546
LAS,JFK,38893
PHX,OKC,5784
TXL,JFK,3785
LHR,ATL,18878
MSO,MSP,2686
MKE,STL,4291
JFK,KWI,2590
IAH,MKE,3913
BUF,MCO,14550
DCA,EYW,1515
MIA,EYW,5895
DEN,MEM,2596
DEN,SMF,23046
CMH,TPA,5644
MIA,MCO,44498
CLE,MDW,14251
SAN,BNA,4121
SEA,BUR,10164
OMA,CLT,4247
PHL,IAD,4192
BAQ,MIA,3426
MDW,MSY,5757
MDW,STL,18872
SFO,SAL,5430
JFK,CUN,22133
GSO,MIA,2084
RFD,PGD,1683
ATL,OKC,16456
ATL,CLT,66225
GSP,PHL,1947
SFB,AVP,1255
SNA,EWR,6283
BOG,DFW,2943
IAD,LHR,29274
BDL,CLE,2219
MSP,JAX,2244
POP,JFK,4137
POS,MIA,13363
BRW,FAI,2329
YYC,DFW,5294
XNA,LGA,1187
SDF,DEN,4385
DEN,FCA,2465
BWI,MCI,5646
OGG,SAN,4220
IAD,BOS,16021
LIT,ORD,4603
CVG,CDG,3898
CLE,MHT,1350
BNA,FLL,7720
GRU,EWR,6417
IND,MCI,5385
PHX,IAH,33311
ALB,MDW,5941
GSO,DCA,2300
SAL,MIA,10394
BNA,EWR,8341
BZE,DFW,3933
CLT,PHX,41438
MCO,JFK,53067
ZIH,MSP,2658
GUM,SDJ,1323
PBI,DTW,7059
AUA,BOS,4558
IAD,CUN,3019
TLH,CLT,4455
PUJ,CLT,7514
RIC,LGA,2985
LGA,CHS,2905
LHR,BWI,4001
IAD,STT,1428
MSP,STL,16492
JFK,DFW,4394
MKE,ATL,31051
SLC,SGU,3340
STR,EWR,1035
ATL,TUS,7880
SJO,DEN,2146
RDU,IAD,6719
DEN,DFW,69313
LCH,IAH,3275
EWR,CVG,4784
DAY,MCO,2465
DCA,MEM,4300
CNF,MIA,8535
CLE,CLT,18218
RSW,ORD,26968
RSW,CMH,5348
ATL,SAP,3371
SEA,MDW,6220
YYZ,SJU,1070
LAS,AZA,2892
KEF,DEN,2267
MIA,BOG,34976
CHS,IAH,1458
HNL,SYD,20913
TUS,LAX,14967
CVG,PIT,1968
TPA,DEN,18366
CVG,MKE,2327
MDW,YTZ,3698
MDT,PHL,5288
BTM,SLC,2360
CLT,JAN,4142
ATL,DHN,3783
SAT,ORD,8064
MEM,CLT,14914
JFK,TLV,23391
SAL,DFW,5351
RIC,BOS,6273
MSY,TPA,8538
BOS,MCO,27866
ATL,ORF,27469
SJC,BUR,16270
DOH,ORD,9829
JNB,JFK,5762
RSW,PIT,3760
ORD,PVG,10445
SFO,YUL,2334
PHL,GSO,4049
BRU,ATL,2821
ATL,ROA,4858
BZN,LAS,1314
STL,ATL,31615
ATL,SMF,7065
LAS,SAT,13477
TUS,DFW,22371
MOB,DFW,2924
JFK,JED,4275
SAN,NRT,4474
BTV,ATL,1871
HND,HNL,21035
DEN,SAN,42103
NRT,SFO,26674
ORF,EWR,3170
SDQ,JFK,33244
CLT,FLO,3753
BOS,FLL,23828
TLC,SAT,1294
DEN,SFO,67857
SEA,PSP,8587
ORD,GSO,2633
JFK,SAN,13010
BDL,PHL,9785
PBI,TPA,1027
EWR,SFO,45658
RIC,MIA,1208
BOS,FCO,1488
JFK,SFO,82709
SDQ,EWR,5518
MSP,ATW,3543
EWR,SAV,1009
DTW,DAY,3232
MAF,DEN,2825
PSP,SEA,8342
SEA,MSP,32521
MEX,JFK,23603
EWR,YQM,1039
LHR,DFW,24731
RNO,DEN,10991
SJU,SDQ,8182
SAT,ATL,31273
SEA,SMF,21992
LAX,PTY,11162
HPN,TPA,2438
LEX,PIE,1796
DEN,BUR,7838
OGG,DFW,6039
GSO,PHL,4040
JAX,MIA,6436
ORF,DTW,4313
HNL,LNY,3078
AUS,SFO,15267
JFK,BUR,3407
DTW,GRR,8862
DCA,YOW,1390
BOI,OAK,5637
LGW,MCO,15825
JLN,DFW,2266
HGR,SFB,1442
ATL,GRU,7054
CVG,ATL,20743
IAH,NRT,7241
BWI,SFO,2937
PHL,SWF,3272
ATL,PUJ,15219
YOW,DCA,1494
ICN,JFK,24811
PSC,SLC,4569
CLE,MDT,1360
FNT,ORD,2986
EWR,IAD,7653
ROC,ORD,9049
HOU,BWI,7456
SLC,BIL,5128
ATL,MDW,31932
SEA,SAT,4052
PHL,SEA,9157
TXK,DFW,2692
AVP,DTW,1749
BNA,ECP,2285
MSP,NRT,7538
IND,MSP,7643
RSW,PHL,13635
EWR,SJU,11360
MIA,MSY,13815
GRB,MSP,5453
CMH,LAX,5882
IAH,MSY,28978
ERI,PHL,2241
MEM,TPA,4333
SRQ,BOS,2182
PIE,YNG,1628
HNL,YVR,13169
MSP,YYC,3832
DTW,BOS,17801
IND,RSW,8658
SPS,DFW,3335
ATL,IAD,21614
YVR,JFK,5786
PTY,MIA,35363
SEA,DFW,37960
EGE,ORD,3125
TPA,DFW,29466
SAN,MSP,13465
DUB,ATL,1555
LAS,BIS,1331
LGA,ROC,4583
PHL,AVP,3391
YQR,MSP,2079
MSP,LGA,22278
LAX,DTW,27418
MCO,MDT,1383
GIG,ATL,6948
LAX,DEN,78315
MCI,MDW,20575
DFW,SPI,1877
BHM,MIA,1584
MCO,CUN,3625
KIN,ATL,3420
IAG,SFB,1821
BWI,MDW,12824
DFW,COU,2856
SJC,IAH,6204
SEA,HND,2681
GVA,JFK,4390
HOU,CRP,8156
STT,JFK,8764
MIA,DTW,15739
IAD,ADD,6069
TOL,SFB,1408
NRT,JFK,28500
VIE,ORD,3477
DFW,TLH,2299
MHT,BWI,19456
AUA,EWR,7441
YVR,LAS,11205
SEA,PHX,48111
CVG,IAH,5020
ATL,TUL,9382
SDF,IAD,1077
SJC,KOA,2044
BOS,RDU,12914
DFW,ICN,11442
GCN,VGT,1242
CMI,DFW,1129
RIC,FLL,2421
MSP,DLH,5164
AZA,DLH,1084
CZM,DFW,4854
CVG,LAX,6713
LGA,STL,16127
TXL,MIA,5109
IAH,HSV,3016
SFO,LIH,4573
HNL,SLC,7410
IAH,LIT,4761
TYS,IAD,1748
LHR,DEN,6167
ATL,PHF,6118
MSP,LAS,44604
TPE,SEA,7044
DTW,RDU,7258
SFO,PSP,15910
LAS,YUL,5936
RIC,ORD,7595
PAP,JFK,12446
AUA,ORD,1007
MIA,CLO,7575
SAV,LGA,1879
BOS,LAX,29954
IAH,RIC,1563
ICN,LAS,3048
SDF,MSP,3544
DFW,SJT,4757
FLL,ATL,96345
PSP,SFO,15762
BNA,CHS,2964
MDW,LAS,27029
MLU,ATL,3875
RSW,IAH,6720
TPA,BDL,11057
CAK,DTW,3280
JAX,CLT,23380
MCO,SLC,9778
EWR,BOM,15950
POP,MIA,4916
FLL,PHX,12130
IAH,CCS,4372
OGG,ITO,4980
PEK,SEA,7233
IAH,POS,3719
RDM,LAX,1078
SFB,ABE,2653
SEA,SJC,26004
SAN,SFO,57555
POP,EWR,4508
HOU,HRL,8777
IAH,CLT,38361
DEN,LAR,1016
LAS,LGB,12873
HNL,GUM,7375
ATL,LIT,15393
LGA,BTV,3596
FLL,NAS,9757
DRO,DFW,2613
DCA,BNA,5907
STI,BOS,3226
SEA,CDG,3503
DSM,MDW,5084
GEG,LAS,7133
DFW,SHV,8086
RIC,MCO,5331
LHR,SAN,6883
MSY,IAH,29509
MCO,DCA,31986
SEA,LGB,10857
BOS,SJU,11532
SNA,YVR,2993
YUL,CLT,1307
DFW,MFE,12601
CMH,YYZ,1372
SFO,CPH,3509
MSN,LGA,1462
GND,MIA,3008
BNA,LAS,10181
AZA,GRR,1250
LAS,SJC,27723
OGG,PDX,8224
IAH,GSP,1271
SLC,LAS,39061
EUG,DEN,2803
LIT,DFW,14264
DTW,CVG,6606
HOU,LIT,2057
BDL,RSW,7953
LAS,LBB,4156
BOS,CLE,3742
NGO,DTW,10073
PVG,DTW,7614
IAD,AUS,4487
ISP,DCA,1831
ABE,DTW,1980
SNA,MSP,8849
ANC,MNL,1024
HNL,PPG,1492
CLE,PBI,1097
DCA,GSP,2501
YQM,EWR,1132
SDF,LGA,1537
FLL,BDL,11650
TLV,LAX,3233
DEN,GTF,2657
DEN,PIT,8322
MNL,HNL,3462
MRY,LAS,1201
ALB,PHL,6114
SEA,BOI,13670
TPA,ATL,72233
DAL,TUL,13680
IAD,BRU,8292
EWR,OPO,1890
MEM,DTW,5804
CLT,GSP,10156
JFK,PIT,4080
CMH,FLL,3658
JNU,SIT,2991
SFO,HKG,34679
MDT,CLE,1100
ORD,FNT,2953
SFO,MNL,5613
FCA,SEA,4277
DTW,MCO,46485
JAN,CLT,3929
UIO,MIA,15639
JFK,DTW,5988
DIK,MSP,1736
DTW,SLC,17501
TYS,ATL,14591
LAS,GEG,6535
LIH,OGG,8809
LAX,SJD,11646
MIA,BDL,7614
MSY,YYZ,1517
IAD,SMF,3288
SJC,MDW,2258
CDG,SLC,3762
SMF,GDL,5822
TTN,TPA,1458
CLE,BNA,10383
LAX,STS,3644
LAS,MEX,12457
MCO,FLL,9615
TUL,PHX,5034
TPA,LGW,5167
ORD,PIT,17155
SMF,PDX,19786
BMI,ORD,2211
MUC,PHL,5178
ORD,DFW,63835
CLE,ALB,1098
LAX,HNL,89113
YQR,PHX,1464
DFW,PNS,5264
ORD,MLI,6921
IAH,PBC,1061
LGB,OAK,10429
EGE,MIA,4418
DFW,BPT,2750
YYC,MIA,2732
SAN,JFK,12830
MSP,DSM,7072
ILG,DEN,1572
KIN,FLL,9865
SPN,PVG,4857
MIA,CFG,1015
MLM,MDW,2987
EWR,YYT,1137
DTW,PHL,25917
LAS,DFW,54296
DXB,SFO,10623
NAS,MIA,17223
SFO,SBA,6003
SEA,SFO,63260
BRO,GUA,1374
FSD,PIE,1406
AUS,MDW,4859
AUS,MSY,2927
MAD,DFW,4334
BZE,MIA,7348
LAX,MTJ,1080
EWR,GRR,1464
CLE,MKE,3141
ORD,SAV,1294
YVR,DFW,7496
LWS,SEA,1625
AZA,BIS,2562
STL,SAT,4726
AVP,CLT,4014
DSM,CLT,4752
CLT,ORD,43968
DTW,FLL,36177
PEK,ORD,16212
SHV,DEN,1005
MYR,CLT,9283
JAX,MSP,2346
SAN,ATL,29608
ORD,PBI,5680
SEA,RNO,7756
IAH,ELP,6858
MDW,BWI,12718
LAS,ATW,1298
JFK,SVO,20515
JFK,BQN,6790
LAX,PPT,13474
NAS,PHL,1886
RAP,LAS,1299
PBI,CLE,1169
YYJ,SEA,7781
FLL,LEX,1358
PDX,IAD,4098
AMS,ORD,7492
LAS,TLC,1084
SJD,SFO,8756
SJU,VQS,2846
IND,TPA,6449
IAH,BZE,7623
DFW,ORF,6481
DUB,IAD,2090
IND,DEN,17550
ARN,EWR,6989
MCO,BQN,3904
PTY,JFK,11568
OAK,LAX,39037
AMA,DFW,7769
SMF,MDW,3139
PUJ,MDW,2626
DEN,MSO,4379
ATL,CUN,30489
BHM,ORD,2020
LAX,GUA,9338
DSM,MSP,7273
ABE,ATL,2862
CID,ORD,9513
SAT,IAD,3137
ONT,SLC,6670
TYS,PGD,1358
OMA,DCA,3262
BIS,SFB,1332
SAN,DEN,41862
PWM,ATL,3548
SJD,ATL,3799
BRU,ORD,3882
BZN,SEA,3894
DFW,SAV,3461
ATL,ATW,2987
AZO,DTW,4782
PBI,PHL,13374
DAY,ORD,9706
FSD,ATL,1701
ORD,YEG,2147
MIA,SDF,2325
OAK,LGB,9812
EWR,EGE,2062
PHX,YVR,10955
DCA,OMA,3085
PSP,IAH,1903
MSP,MSY,3501
MLI,DEN,1719
YOW,LAS,1008
ATL,MEM,27959
LAX,OAK,41206
MDT,IAD,4298
DFW,SJU,9712
DCA,AUS,3428
JFK,YUL,4441
RDU,DCA,8634
SDJ,GUM,1231
IAH,MBJ,1134
DLH,MSP,5756
ACC,JFK,4287
LAX,PSP,4868
LNK,ORD,2613
IAD,MUC,7164
ORD,ATL,43686
BNA,CLT,20551
SEA,SJD,4683
BOS,DFW,31685
BOS,DCA,46319
IAD,FRA,20555
BOG,IAH,7796
EYW,MCO,3661
YYZ,LGA,29325
PSP,SMF,2050
DEN,CLT,25379
BTV,DCA,5930
ECP,BWI,2270
DEN,MRY,1046
DEN,MLI,1620
LBB,DFW,8630
PVR,SFO,8730
DCA,ORD,38459
MSP,SEA,35325
PHL,LHR,13099
SJU,FLL,28056
PIT,DCA,4610
HLN,DEN,1497
DTW,IAH,18890
SJU,EWR,12257
CAE,ATL,11204
GDL,FAT,8693
HKG,EWR,6835
ORD,HNL,10761
CHO,CLT,7103
IAD,SAV,2321
EWR,SAL,3888
PBI,EWR,30734
PDX,MFR,5691
SEA,DXB,7685
OKC,DAL,10925
SLC,GJT,2021
PIE,TOL,1451
ATL,ABQ,8317
MSP,LSE,3361
ISP,PGD,1675
BNA,DEN,19988
PDX,CLT,2571
CLE,TPA,3262
AUS,MSP,4586
EWR,MAD,2047
ORD,CMX,1492
LGA,NAS,2475
STL,PHL,10651
DTW,CAK,3240
ACY,PBI,4506
PEK,DTW,7153
MDW,SEA,6012
TPA,CVG,4384
PSM,SFB,1182
CLE,IAH,13628
SJU,STT,6862
ATL,BDA,2253
DFW,ABQ,21653
EWR,PHX,28580
LAX,JFK,123960
MEX,DEN,4233
JFK,LAS,38933
HNL,OAK,9144
SYR,DTW,4877
DXB,IAD,16933
BKG,DAL,2149
JFK,TPA,23414
BPT,DFW,2733
GDL,SAT,1774
DCA,CLT,23828
ASE,LAX,5918
CMH,EWR,5328
LAW,DFW,3558
JFK,GIG,10083
DCA,SAN,3879
ORF,DFW,5742
IAH,MIA,27579
JFK,SAL,7012
STL,MSP,15212
MKG,ORD,1097
MDW,BUF,6672
FLL,LAS,8622
LAS,GDL,4744
BWI,PHX,16747
DSM,PGD,1302
1G4,BLD,2443
BLI,OGG,3150
VPS,ATL,10564
DFW,HOU,10579
CUN,EWR,10450
LGA,MCO,32605
GDL,PHX,9617
YYZ,DTW,6906
PVD,DCA,7619
IND,MDW,2273
PSP,LAX,4169
IAD,MGW,1089
RDU,BWI,15960
CMH,RSW,6184
SAT,ELP,5491
MSP,SJU,1239
BOS,IND,1723
PEK,SFO,20269
LAS,BHM,3429
EWR,MSY,7144
IAH,RTB,2157
PIT,BDL,2278
MIA,PNS,3278
LAX,PHL,30120
SMF,BOI,1720
BDL,ORD,12273
YUL,MCO,10561
HNL,SMF,7115
ATL,ABY,2094
OAK,SAN,27108
GSO,DTW,2702
MSP,YVR,3492
OMA,IAH,6603
CDG,ATL,20142
CLT,GSO,15873
MYR,LGA,5983
LAX,LHR,51348
BUR,SLC,3070
YUL,IAD,3173
PHX,EWR,27182
CLL,IAH,1534
IAD,CVG,1809
CLT,MCO,50542
DTW,TPA,28536
SLC,BOS,4878
CUN,IAH,25131
STI,JFK,36886
CMH,BWI,8355
GRU,CLT,5327
DTW,OKC,1877
BOS,ATL,47589
SEA,PEK,6004
HSV,DFW,6897
YYC,SLC,2434
ORD,CUN,16411
PVD,EWR,4079
LAS,YWG,2057
ALB,DCA,4377
SAN,SMF,25866
YTZ,IAD,1544
RNO,LAS,29437
BWI,BDL,14971
CVG,DTW,6426
TPA,ROC,3083
LGW,LAS,8104
LGA,MHT,2503
MKE,SFO,2857
BWI,FLL,42826
FLL,YUL,29788
PIT,MSP,5605
BHM,LAX,3091
MDW,SDF,6326
ICT,IAH,4913
LAS,BOI,8291
YEG,MSP,3476
PBG,SFB,1663
MIA,CWB,5629
DFW,COS,11701
ECP,HOU,3152
STT,STX,3195
ORD,GRU,7186
DTW,TYS,2805
SLC,MDW,7048
BWI,MIA,10569
PHX,SJO,2637
MBJ,BOS,1773
XNA,ORD,5860
PIE,PIA,2058
YWG,PHX,2214
DEN,EGE,3941
ORF,IAD,6144
PHX,PIT,10919
DFW,FSM,3675
MSP,PUJ,1924
YYZ,IAD,5165
FRA,IAH,18062
PIT,TPA,6148
IAH,SJD,6775
OMA,STL,8953
ONT,DEN,9914
CLT,HTS,2847
SLC,CUN,1209
PSP,PHX,8658
VPS,CLT,2527
RSW,JFK,9673
DUB,BOS,7708
CVG,MCO,7304
JFK,GRU,29624
BDL,LAX,2701
PHL,CHS,3054
ATL,PDX,18699
GDL,DFW,8270
PVD,MDW,6866
DOH,JFK,9924
SAN,MDW,10165
UIO,IAH,3166
SJU,ATL,27672
DEN,YEG,4870
MSY,AUS,3611
SFO,BWI,3244
ORF,ATL,27135
JFK,PWM,5880
ATL,EVV,4283
MIA,MGA,15858
MSP,CUN,17885
ORD,EGE,1969
BKG,HOU,1905
TPA,EYW,5354
IAD,OKC,1602
IAD,CLT,17893
FAT,SEA,2075
YYC,SFO,5443
FRA,DFW,10029
JFK,MBJ,13505
ATL,MGM,6242
PTY,LAS,6248
SJU,DCA,3770
SEA,PVG,3391
MCI,MSY,3358
EAT,SEA,4330
IAH,HDN,2155
SEA,BOS,12503
MIA,JAX,8011
BOS,MSY,2052
ATL,ICT,7868
DEN,BWI,18224
GNV,CLT,4480
PIE,MLI,1575
RSW,BNA,2131
JFK,BWI,1580
CVG,CLT,12972
MSP,SMF,4326
FLL,BOG,15768
DCA,PDX,3450
MIA,TLH,3580
DFW,BDL,8385
TPA,AUS,3550
PSP,BLI,2443
ATL,MOB,9580
OKC,PHX,5383
ORD,MCI,18695
VSA,IAH,1407
ORD,MSY,11452
AUS,EWR,6589
ORD,ELP,2981
LAS,IAD,7761
SSA,MIA,2390
PEK,HNL,1066
PHL,SCE,4120
MEX,SAN,2252
HOM,ANC,2341
SMF,SFO,5249
CMH,ORD,15347
STL,RDU,2895
LIT,MDW,2660
SJC,ORD,3333
ORD,ABE,1760
DTW,GSP,3892
MBJ,FLL,7597
IAH,YYC,19245
EGE,DFW,7835
PHX,YXE,1211
HNL,LIH,51504
PVR,LAX,9283
JFK,SJC,2018
POS,MCO,1171
LAS,MCI,13614
DUB,PHL,3324
LAX,GEG,1764
ISP,PHL,3054
BIL,SEA,3755
ATL,SAT,32911
HOU,JFK,4097
ORD,MHK,1648
STS,LAX,3747
PHL,ABE,2378
RSW,BDL,6794
GSO,PIE,1666
CDG,IAH,6007
SFB,TYS,2838
BOS,BDA,1901
